ticket,commit_hash,commit_date,subject,is_fix_like,is_merge_commit
STORM-4018,a1065e0f33735872534bbd20237fe04cdf4cf50e,2024-01-16T08:15:11Z,Merge pull request #3616 from apache/STORM-4018,False,True
STORM-4018,0661974c656e67457bed72748b6764e55a0911a5,2024-01-16T08:19:17+01:00,STORM-4018 - Wrong order of the params in Storm API resource,False,False
STORM-4017,389d4c26f38a25d354d953e29188bc7a945e11ba,2024-01-15T14:50:14Z,Merge pull request #3615 from Scomocouk/STORM4017-FixisAnyWindowsProcessAlive,True,True
STORM-4017,0c64be68a11ccfa522b9c6e4ef7a22d19d1f1a65,2024-01-08T17:45:47Z,STORM-4017 Fix for isAnyWindowsProcessAlive with multiple pids,True,False
STORM-3994,0183b44d4fbbeac2f9bb79ef66dad49642d18b20,2023-11-09T13:45:41Z,Merge pull request #3598 from apache/STORM-3994,False,True
STORM-3994,c2b495cbedae9c75d77daf9643ba6d9bc8b3a9d2,2023-11-09T13:45:41+01:00,STORM-3994 - LocalCluster init fails on Windows because of missing librocksdbjni-win64.dll,False,False
STORM-3984,304645d9289c29e31ba0de28aa907b34de7debde,2023-09-26T06:46:14+01:00,Merge pull request #3583 from iwasakims/STORM-3984,False,True
STORM-3984,8b28818da42a8506ab21c4cd70e511a8cc5c4cca,2023-09-25T23:29:39+09:00,STORM-3984: Nimbus failover causes unnecessary reassign if 600s are passed after starting Nimbus.,False,False
STORM-3954,dee42393ea15a25312b1d4027297554fc4c18a65,2023-08-24T16:36:27+02:00,STORM-3954 - Remove Logback pulled in by Zookeeper (#3569),False,False
STORM-3944,d7851dcacf7b5035ac806cd001606315e1d178f4,2023-08-08T15:06:07+01:00,Merge pull request #3559 from DigitalPebble/3944,False,True
STORM-3944,0eaced227cda6635bee3d32a9824f8c9cf376092,2023-08-08T11:43:16+01:00,synchronize access to map in Multi*Metric; fixes STORM-3944,True,False
STORM-3923,0fc921dc4d55568851b774caffdc21b3ed70bf14,2023-06-19T07:16:35-07:00,[STORM-3923] Increase MAVEN_OPTS max memory setting to 2gb (#3545),False,False
STORM-3917,a8aaf9f5e105fafa2a5c7a4700dc1f84123258c3,2023-05-12T20:57:57+08:00,Merge pull request #3542 from jmartell7/patch-2,False,True
STORM-3875,aa477298075f590da0a38428d8c3d4a431ecf089,2022-07-18T11:37:19-05:00,STORM-3875 remove topology gc opts from ThroughputVsLatency to allow running on JDK11 (#3486),False,False
STORM-3862,145fe09507e75208f5104053093eb678df4e360b,2022-05-17T00:08:57+08:00,STORM-3862 HdfsBlobStoreImpl should check permission after mkdirs (#3478),False,False
STORM-3838,87efcea9d74e26e7e8879eed4d200871cf13db3e,2022-03-30T15:20:59-05:00,STORM-3838 prevent topology from setting storm.workers.artifacts.dir (#3459),False,False
STORM-3823,05fb58624e6cf005879a47f81f2988fe4afbb1e5,2022-02-24T15:05:55-08:00,"Revert ""[STORM-3823] Change expected classpath to have ""/*"" appende to directories. (#3442)""",False,False
STORM-3823,6e5f6331f09e8aebd1d4f3394c5af1f000601786,2022-02-22T11:14:04-08:00,"[STORM-3823] Change expected classpath to have ""/*"" appende to directories. (#3442)",False,False
STORM-3822,c0750018d08dae822537e80ab3c894da8ba29532,2022-04-03T02:18:13-05:00,STORM-3822 fix visualization when streamId contains colon (#3441),True,False
STORM-3819,d48b1f03a8f6703c19e30b86d36b29bcefca1e47,2022-02-24T18:16:41+01:00,STORM-3819: Upgrades to bionic as python3.6 deadsnake ppa packages are EOL (#3437),False,False
STORM-3785,e95af5a967c75ac8c102752d9d6100853d3ace3b,2021-09-22T14:26:05-05:00,[STORM-3785] Follow up: fix the checkstyle issue (#3412),True,False
STORM-3785,ee6cd75abb4704bc97039f6277776c1106361518,2021-09-22T13:25:35-05:00,[STORM-3785] Stop converting V2 rate metrics when adding to V1 (#3405),False,False
STORM-3785,775d6098a9a7bc8d2242e925457a960ff89faaeb,2021-09-22T14:26:05-05:00,[STORM-3785] Follow up: fix the checkstyle issue (#3412),True,False
STORM-3785,0c7bbca67db593b82030a7b406a44d54122ce792,2021-09-22T13:25:35-05:00,[STORM-3785] Stop converting V2 rate metrics when adding to V1 (#3405),False,False
STORM-3775,6c8b6cbeb387817d72432637acd19a71440e0173,2021-06-21T09:41:58-05:00,STORM-3775 validate optional boolean fields in topology.blobstore.map (#3399),False,False
STORM-3769,8165f427729eccc0b018ed5b62610b7bf714cb3c,2021-05-03T13:26:20-05:00,STORM-3769 prevent topology blobs from being considered downloaded if any of their blobs was deleted (#3396),False,False
STORM-3767,58320c6888055b0f45c8069e304d35b563b5dfc4,2021-09-20T20:23:10-05:00,[STORM-3767] Follow up: fix NullPointerException in getUnixGroups,True,False
STORM-3767,3b6ae55c34aae443aee0a500df501518ae8ffbb1,2021-09-15T23:52:32-05:00,[STORM-3767] fix NPE in getComponentPendingProfileActions,True,False
STORM-3767,46a8ece28ee27f3313e94afcf6582b63105eefac,2021-09-20T20:23:10-05:00,[STORM-3767] Follow up: fix NullPointerException in getUnixGroups,True,False
STORM-3767,33e3934de1cf35c32ec87d6a7b79ea3cf32be2f2,2021-09-15T23:52:32-05:00,[STORM-3767] fix NPE in getComponentPendingProfileActions,True,False
STORM-3767,aeccc45a126ebf45ecf68a2bc78e852c1c34074f,2021-09-20T20:23:10-05:00,[STORM-3767] Follow up: fix NullPointerException in getUnixGroups,True,False
STORM-3767,aa67da56da0e21506624ea9ad12b35b630d28dc8,2021-09-15T23:52:32-05:00,[STORM-3767] fix NPE in getComponentPendingProfileActions,True,False
STORM-3765,d5244b8cb06a0f840ad1bf5d3faf74948702fdb9,2021-05-03T13:17:07-05:00,[STORM-3765] fix NPE when drpc.authorizer.acl has no values (#3392),True,False
STORM-3763,7543a13e021570b6b4d7e583e00823c0b3106a3b,2021-04-01T11:19:52-05:00,[STORM-3763] send initial message to remote client only after authentication completes (#3390),False,False
STORM-3763,4a1eea700766da2f175ac7eaba6064f0d7f0ff03,2021-04-01T11:19:52-05:00,[STORM-3763] send initial message to remote client only after authentication completes (#3390),False,False
STORM-3748,5f9fabc22e0741e62aa0c96c150709ccae74b9e8,2021-03-05T10:14:51-06:00,STORM-3748 use ConcurrentHashMap for taskId metrics (#3383),False,False
STORM-3741,2fe9644a52bb8256a74003e1ca6cb4e88aa5be27,2021-02-17T12:29:00-06:00,Merge pull request #3375 from bipinprasad/storm3741,False,True
STORM-3741,bc87b1183fed3c2933f2ed518dee0bbcccdd826d,2021-02-04T01:28:42-06:00,[STORM-3741] change version of surefire plugin to 2.22.2,False,False
STORM-3740,dcaf4fbded8c22a5e6a5ba2cf1f04b08945f9e7c,2021-02-05T10:12:03-06:00,STORM-3740 cancel downloading blobs when releasing worker slot (#3374),False,False
STORM-3735,b23e69170f94f8f1265172bd0609c4f3471cf490,2021-01-19T09:47:47-06:00,[STORM-3735] Register NodeInfo class to Kyro (#3372),False,False
STORM-3733,c9d33bc82cfbb741542d00131ebf8a4790f4df15,2021-01-12T10:00:44-06:00,STORM-3733 fix AsyncLocalizer from updating dead topology blobs (#3370),True,False
STORM-3731,5360a15861db8edf5728b9f3eaca92c5470811b0,2021-01-05T09:32:52-06:00,[STORM-3731] Remove unused imports for nashorn and package class (#3369),False,False
STORM-3729,f451be2ef81c0821f65a1a4d671b90c221ef99db,2021-01-05T23:28:19+08:00,[STORM-3729] fix assgin memory error over 2g (#3368),True,False
STORM-3728,ab6b6f69a10bf57c1b46a6519d57ca423d99558c,2020-12-23T09:08:51-06:00,[STORM-3728] Fix Worker LoginException issue with pacemaker when pacemaker.auth.method is KERBEROS (#3367),True,False
STORM-3727,ba7f969a3a046c5a312a394026d5d9dd755e04a0,2021-01-05T11:32:40-06:00,STORM-3727 handle long values for SUPERVISOR_SLOTS_PORTS (#3365),False,False
STORM-3725,d0027d97323375120f8c17540f698a3f66489aa7,2020-12-22T09:25:25-06:00,[STORM-3725] make DRPCSpout support real async connections (#3364),False,False
STORM-3723,9a9596685348e310078fb6b0970a629703465454,2020-12-16T20:42:36-06:00,[STORM-3723] Fix isAnyPosixProcessPidDirAlive for PID reassignment (#3362),True,False
STORM-3720,eba778189cac5be896fe8fb724b1852882bb851f,2020-12-10T09:15:53-06:00,STORM-3720 get correct results for BlobStoreFile getModTime() (#3357),True,False
STORM-3713,dbdc49b343a72ed7c1c195711005691e1cc5ae4d,2024-01-25T11:45:56Z,Merge pull request #3353 from RuiLi8080/STORM-3713,False,True
STORM-3713,0b7d8419ef5faa6ca97f55930ca5da4caf6d8d88,2024-01-25T12:26:13+01:00,Adjust clojure test to constructor / arg changes of STORM-3713,False,False
STORM-3713,3372cb9aa129f44a5c82f34d83fa489fa57e0184,2024-01-25T11:31:34+01:00,Merge remote-tracking branch 'origin/master' into STORM-3713,False,True
STORM-3713,922ccfb5b790249120446d2813e5bc93343159c0,2020-11-17T00:32:38-06:00,[STORM-3713] fix race-condition by applying submitLock to leaderCallBack,True,False
STORM-3712,f33012084a05bcab86510cd6e593d91f0c3974f4,2020-11-02T23:52:44+08:00,[STORM-3712] Update version of dependency in license file (#3345),False,False
STORM-3704,91927f653cd1e078e403be5cf38500f8ea6c841a,2021-03-17T14:39:02-04:00,"[STORM-3704] Cosmetic: fix table header alignment in ""Topology summary"" table. (#3339)",True,False
STORM-3704,ab7e003ca0e811f95b092561870d69b0591d6d46,2021-03-17T14:39:02-04:00,"[STORM-3704] Cosmetic: fix table header alignment in ""Topology summary"" table. (#3339)",True,False
STORM-3701,19e23ae4a44fcf8e74473a48d408a712cde45d64,2020-09-21T13:38:54-05:00,[STORM-3701] clean-up topo directory with the check against latest topo blob cache (#3336),False,False
STORM-3699,110736af19def6e0331316c52b6b3cff76fc3af0,2020-09-18T09:58:38-05:00,[STORM-3699] fix flight.bash to support flight recording on openJDK8u262 or newer (#3335),True,False
STORM-3696,eeeaef35f234d11f4fb8271fae3bcf76aea3864b,2020-09-09T14:58:15-05:00,Merge pull request #3332 from agresch/agresch_storm_3696,False,True
STORM-3696,feb103e267f591920918473e0360d578e2c34c9e,2020-09-08T14:14:10-05:00,STORM-3696 don't ignore InterruptedException,False,False
STORM-3695,e83fafcb884f4c630dbbe4a8656a4f93a41abe5b,2020-09-08T08:59:43-05:00,STORM-3695 add timer rates to V2 metrics tick (#3330),False,False
STORM-3693,48de7483cfa9dd79bebdb51d1f678a09a0edaa4d,2025-02-17T19:19:51Z,#7947 - IWorkerHook: remove erroneous recursive call,False,False
STORM-3693,884c4cda1818d47730d99fa0e840028174cde422,2025-01-19T12:34:37Z,StormExecutor: adding an unit test to changes introduced in STORM-3693  (#3834),False,False
STORM-3693,6808fbc43f486ccae35279872f71fbcfc749a8ac,2025-01-12T13:51:58Z,Porting changes from STORM-3693 (#3828),False,False
STORM-3690,1ab888a2aed84537f6300c20a43387a56fa92f4a,2020-08-26T09:54:46-05:00,[STORM-3690] fix Ui index page null pointer error (#3325),True,False
STORM-3684,e82b9a707db38a814dbd2d8f85eeaac0fda0b75b,2020-08-07T12:59:04-05:00,[STORM-3684] use real compId instead of constant _system for receive-queue V2 metrics (#3320),False,False
STORM-3679,02c349dd6d6cbfec6bad7eb54c9c25c6d6956cd1,2020-07-28T09:02:38-05:00,[STORM-3679] Fix the misuse of nodeId as hostname in LoadAwareShuffleGrouping (#3313),True,False
STORM-3677,8f0c26266d13094343c8a790a9ea7de8b1e7933f,2020-07-21T12:38:05-04:00,STORM-3677: Fix suicide function if assignment is null (#3311),True,False
STORM-3666,e794990f278fa01284daca94f0c1c577f056d513,2020-09-17T08:54:10-05:00,[STORM-3666] Validate component name in rebalance command (#3302),False,False
STORM-3663,10578cce720d2852cf92f9ee37b61dd2726a049e,2020-06-26T17:52:45-05:00,[STORM-3663] move org.mockito.plugins.MockMaker to test level resource,False,False
STORM-3663,9d4eb6bc15cdef03e2da466bfe469b46720ab5ce,2020-06-29T09:38:29-05:00,Merge pull request #3298 from RuiLi8080/STORM-3663,False,True
STORM-3663,dd65dd7f6b931bf5eb8338da35e234d9eabfda65,2020-06-26T17:52:45-05:00,[STORM-3663] move org.mockito.plugins.MockMaker to test level resource,False,False
STORM-3658,259567551048c4e131d990e9983dc86d0aa03388,2020-07-02T09:07:02-05:00,[STORM-3658] Avoid deadlock and race condition caused by shutdown hooks (#3299),False,False
STORM-3655,4fdfc0e919c70352c85ebe652dc50a929077d853,2020-07-01T08:53:19-05:00,Merge pull request #3291 from kishorvpatil/STORM-3655,False,True
STORM-3655,07362f566132ff9392f2d320ed6aa4e78509258d,2020-06-23T07:36:52-04:00,STORM-3655: Worker should die if its assignment has changed,False,False
STORM-3652,bb199d574eae337d0512670dcc4957f3c7ef4922,2020-08-20T10:07:07+09:00,[STORM-3652] Last error not displayed in Topology summary storm ui (#3312),False,False
STORM-3649,16e92e7b0a4c30308a00bcfe4d52bdbb4be563ac,2020-06-09T15:26:53-05:00,Merge pull request #3282 from Ethanlm/STORM-3649,False,True
STORM-3649,0ceecaf3d08bee8e166ef47d2471688e17217e6a,2020-06-08T15:48:14-05:00,[STORM-3649] fix logic error regarding storm.supervisor.medium.memory.grace.period.ms,True,False
STORM-3631,06db0e954997e579c175ffae5f7f25a06cf9e4c5,2020-05-04T14:58:35-05:00,Merge pull request #3262 from Ethanlm/STORM-3631,False,True
STORM-3631,0553e9a605d46addc8e01f021ad651296d2e4e8d,2020-05-01T11:17:00-05:00,[STORM-3631] Fix possible ClassCastException and NullPointerException caused by configs like logs.users/groups,True,False
STORM-3629,cbf07d94df68c5b2b63d5964ac2d85ecdd41a25e,2020-04-29T17:43:00-05:00,[STORM-3629] Logviewer should always allow admins to access logs,False,False
STORM-3629,5d84e5e98f55c87afd425dc2169118f7821f6a71,2020-05-01T09:07:24-05:00,Merge pull request #3258 from Ethanlm/STORM-3629,False,True
STORM-3629,c78611630233dfef5a14835be93e525b672a50da,2020-04-29T17:43:00-05:00,[STORM-3629] Logviewer should always allow admins to access logs,False,False
STORM-3626,d06a8f47c95a5093dc89ee063f01166a91faeec7,2020-04-17T11:04:50-05:00,[STORM-3626] storm-kafka-migration should ull in storm-client as provided instead of compile dependency,False,False
STORM-3626,ffab30362320e0b5cd8f6356c01d9dc3cfa28fd6,2020-04-21T13:41:55-05:00,Merge pull request #3252 from Ethanlm/STORM-3626,False,True
STORM-3626,bba0f38e0b90ef5e1220f303abf9b14031b8bdbf,2020-04-17T11:04:50-05:00,[STORM-3626] storm-kafka-migration should ull in storm-client as provided instead of compile dependency,False,False
STORM-3624,af5021aa1911a89c8cee65b91f50fa8d00263d08,2020-06-15T10:07:51-05:00,[STORM-3624] Fix race condition when loading scheduler configs (#3249),True,False
STORM-3623,38d714bf37ecd69dc2d2a16e8f6f6317dfe4f846,2020-04-28T13:47:05-05:00,Merge pull request #3251 from agresch/agresch_storm_3623,False,True
STORM-3623,6976624228386c25e9ac6dd2b8ef87a9deeb1ad9,2020-04-17T09:53:05-05:00,STORM-3623 executors should only report their metrics for V2 metric tick,False,False
STORM-3622,3890a0345f1c73dad04a8cda87c279a2ffdb0cbf,2020-04-16T08:39:17-05:00,Merge pull request #3248 from Ethanlm/STORM-3622,False,True
STORM-3622,1b325e6110414d9b425b4c74fd72e1e40bb98c9c,2020-04-14T16:35:37-05:00,[STORM-3622] use ThreadStatesGaugeSet instead of CachedThreadStatesGaugeSet to avoid race condition in CachedGauge,False,False
STORM-3620,619b189765546d1bd83bf4acae1e854c40f5e587,2020-06-10T14:57:27-05:00,Merge pull request #3285 from Ethanlm/STORM-3620-fix-2.2.x,True,True
STORM-3620,3fb9fe8b67a08ae6fbe8470e67de8db6f5fcbaa5,2020-06-09T22:28:01-05:00,[STORM-3620] fix errors introduced by cherry-picking from master branch,True,False
STORM-3620,200803d34166d8444e5ea7ae7c64556c3c6e6169,2020-06-05T13:26:17-05:00,[STORM-3620] fix data corruption in the case of multi-threaded bolts caused by non thread-safe serializers (#3280),True,False
STORM-3620,fcfc32dfd537d9d99586c97459b4d465a0355b46,2020-06-05T13:26:17-05:00,[STORM-3620] fix data corruption in the case of multi-threaded bolts caused by non thread-safe serializers (#3280),True,False
STORM-3613,ed82d855d30148fed84a2a7c3756769cf14a09a3,2020-03-30T11:05:53-05:00,[STORM-3613] storm.py should include lib-worker instead of lib directory in the classpath while submitting a topology,False,False
STORM-3613,b71aa0443ac83a9e497b1363a1afd6a509438830,2020-04-01T15:20:56-05:00,Merge pull request #3241 from Ethanlm/STORM-3613,False,True
STORM-3613,f3a09838b6b117841f13f1d6efd106f3ece2cfde,2020-03-30T11:05:53-05:00,[STORM-3613] storm.py should include lib-worker instead of lib directory in the classpath while submitting a topology,False,False
STORM-3609,8276d6ebbccac1bd1ec5fe1ea99536211b8a5f77,2020-03-26T16:19:08-05:00,[STORM-3609] fix ClassCastException when credentials are updated for ICredentialsListener spout/bolt instances,True,False
STORM-3609,1960807dc89a2bfbf02d3ee07f61dcf50f062166,2020-03-30T10:04:20-05:00,Merge pull request #3239 from Ethanlm/STORM-3609,False,True
STORM-3609,04b753ef512f1d5915926a09ed12d8ed006fbd1f,2020-03-26T16:19:08-05:00,[STORM-3609] fix ClassCastException when credentials are updated for ICredentialsListener spout/bolt instances,True,False
STORM-3606,fba1a5f9ead55a0e82e7c19fc10bb3bb8af5cb42,2020-04-01T16:55:31-05:00,STORM-3606 prevent Hadoop renewal thread from running (NPEs and restarts worker),False,False
STORM-3606,00f48d60e75b28e11a887baba02dc77876b2bb3d,2020-04-08T16:11:15-05:00,Merge pull request #3245 from agresch/agresch_storm_3606,False,True
STORM-3606,257ae2fc52a1b097e62cacdae9a0347d1c7db139,2020-04-01T16:55:31-05:00,STORM-3606 prevent Hadoop renewal thread from running (NPEs and restarts worker),False,False
STORM-3602,de646bf5bc110edb60f3456b49c01264a439b382,2020-03-19T08:57:27-05:00,STORM-3602 fix switching on low water mark for loadaware shuffle (#3227),True,False
STORM-3602,fb78f00849474392269137b190390a210826259f,2020-03-19T08:57:27-05:00,STORM-3602 fix switching on low water mark for loadaware shuffle (#3227),True,False
STORM-3598,03af7876f50cfb824e5925f64a40910dd81e485d,2020-03-11T11:38:14-05:00,[STORM-3598] Fix UI visualization NullPointException,True,False
STORM-3598,4bc08c7fd88c26c2b2831d4cd585bcfcb18b815f,2020-03-13T09:24:57-05:00,Merge pull request #3224 from Ethanlm/STORM-3598,False,True
STORM-3598,99a1b96368c080f1dc06c6d1b996f6bfa5aabc2b,2020-03-11T11:38:14-05:00,[STORM-3598] Fix UI visualization NullPointException,True,False
STORM-3583,ec217df0efa11de58fffb01a907fc9c42f255958,2020-03-23T11:29:35-05:00,[STORM-3583] Handle exceptions when AsyncLocalizer tries to get local resources (#3226),False,False
STORM-3580,5306fe83e42e50bed668050cb82aed30391f32ef,2020-02-12T16:38:44-06:00,[STORM-3580] Processs -c option to storm.py for Rebalance (#3207),False,False
STORM-3580,f3e7662cd31443b5231e9f88408ef9c4c5305144,2020-02-12T16:38:44-06:00,[STORM-3580] Processs -c option to storm.py for Rebalance (#3207),False,False
STORM-3577,1b2ff398b5b45d63ed85f1aaba5e8e5d00cabcc3,2020-02-10T21:28:44-06:00,Merge pull request #3206 from Ethanlm/STORM-3577,False,True
STORM-3572,3fb289b87c7d72bfe01ee1c7028adbc69f012439,2020-02-03T14:48:35-06:00,Merge pull request #3202 from agresch/agresch_storm_3572,False,True
STORM-3572,5b89af3d4430483ef40f9fec7cdf960e3647059e,2020-01-31T16:31:13-06:00,STORM-3572 prevent NPEs when doing visualization with restarting executors,False,False
STORM-3568,f4ace6fd2fe887890cb7da86642721d4af9be28d,2020-01-23T14:20:00-06:00,Merge pull request #3198 from RuiLi8080/storm-3568-2.1,False,True
STORM-3568,4b8e0ab4ab3eeea6e7ded010c75daf47b19fb597,2020-01-17T15:34:10-06:00,[STORM-3568] prevent user from changing log level with empty logger name from topo UI,False,False
STORM-3568,bec8b19ea345d685c65f5f6f1b3a5634e603b7c4,2020-01-23T10:21:39-06:00,Merge pull request #3196 from RuiLi8080/STORM-3568,False,True
STORM-3568,bd4ba786ebd5964f4624abfde894e10297fb711a,2020-01-17T15:34:10-06:00,[STORM-3568] prevent user from changing log level with empty logger name from topo UI,False,False
STORM-3567,3c2f7003743b6b33a694323ff4eb2d8e0593e077,2020-01-24T16:36:51-06:00,Merge pull request #3199 from RuiLi8080/storm-3567-2.1,False,True
STORM-3567,15e0d4a9cd8d93a0ef6e57796ac110cd69847eff,2020-01-16T14:35:17-06:00,[STORM-3567] fix UI showing wrong resource info when topo is not scheduled,True,False
STORM-3567,d415da5f6b6506030207f06c77f72833d6e53f0c,2020-01-23T10:07:51-06:00,Merge pull request #3195 from RuiLi8080/STORM-3567,False,True
STORM-3567,bc47a748948e0588cfbce2e9d5f20a3b682a27eb,2020-01-16T14:35:17-06:00,[STORM-3567] fix UI showing wrong resource info when topo is not scheduled,True,False
STORM-3563,db065e0e4917247a54c7884f3ecf3edb6af44bf3,2020-01-03T01:02:49-06:00,[STORM-3563] Fix broken link for apache-maven download and cache maven directory,True,False
STORM-3563,7e671f03732e22d06ab1463b99daab0c3ff8acb5,2020-01-03T09:35:27-06:00,Merge pull request #3188 from Ethanlm/STORM-3563,False,True
STORM-3563,1a3025fac804f44f53878ec2656f019a084fc6ad,2020-01-03T01:02:49-06:00,[STORM-3563] Fix broken link for apache-maven download and cache maven directory,True,False
STORM-3553,ca12277b6c94eaf492d8964bbee78485a980e41c,2020-07-11T06:15:23+09:00,[STORM-3553] Upgrade jQuery from 1.11.1 to 3.5.1 (#3305),False,False
STORM-3553,e7731a547ae113d2fbc0fda6a9f02fc3d78de5fb,2020-07-11T06:15:23+09:00,[STORM-3553] Upgrade jQuery from 1.11.1 to 3.5.1 (#3305),False,False
STORM-3552,36fa80c692be8c755f07b899171580f45345fb63,2020-01-03T00:19:31-06:00,Merge pull request #3182 from marjoral/STORM-3552-2.1.X,False,True
STORM-3552,99b516040ddd6ce776ae6d88e8e02462c3aa9707,2020-01-03T00:19:13-06:00,Merge pull request #3181 from marjoral/STORM-3552,False,True
STORM-3552,b77dffbf8abaf939939994e766257651adf47ffc,2019-12-10T09:29:53Z,STORM-3552 Fix update log level from command line,True,False
STORM-3552,cf51921ae61c71eb48dc19165f384fb9429bfa7d,2019-12-10T12:00:40Z,STORM-3552 Fix update log level from command line,True,False
STORM-3551,357df98180fe368efa9e5195c4fa38670ae64a9f,2019-12-17T13:55:07-06:00,Merge pull request #3177 from kishorvpatil/storm3551,False,True
STORM-3551,68a74d04e809c4fff106d2e733c9a8c45322f8cb,2019-12-06T16:42:20-05:00,[STORM-3551] Add Custom WorkerResource Equality method to Slot,False,False
STORM-3549,993a59782b54716ac731790758521c74d8e60226,2019-12-30T09:20:17-06:00,Merge pull request #3176 from agresch/agresch_storm_3549,False,True
STORM-3549,f6ebace63e4faa6d7320dedb7cee13f190a9a1da,2019-11-05T09:50:46-06:00,STORM-3549 update server changes,False,False
STORM-3549,6338cc9394523ea490128484deda72b51a09ddcb,2019-11-05T08:54:15-06:00,STORM-3549 allow use of custom jaas conf files and prevent setting of Configuration on login,False,False
STORM-3540,0f9f3fb511b1792a011e6fea94f80dca5dbf7e67,2019-12-02T10:41:54-06:00,Merge pull request #3169 from agresch/agresch_pacemaker_client,False,True
STORM-3540,49c0948b3696f5b9a7b04f33656fc0e1032e2c61,2019-11-07T15:23:00-06:00,STORM-3540 fix Pacemaker connection issues,True,False
STORM-3527,7b1a98fc10fad516ef9ed0b3afc53a1d7be8a169,2019-10-25T08:38:51-05:00,Merge pull request #3149 from Ethanlm/STORM-3527,False,True
STORM-3527,1bfb2e03e51a950ffedda1f2d1a6620ab4437d0b,2019-10-22T15:50:10-05:00,[STORM-3527] getWorkerUser() should never return empty username,False,False
STORM-3524,6dbb5b597ca1afa91edfaefaea74c01f1caa654b,2019-10-17T13:47:46-05:00,STORM-3524 create complete blobstore path in case parent directory ge… (#3144),False,False
STORM-3524,a5a03f3c9d2fa3bb79eb1a52216da66a2061ef38,2019-10-17T13:47:46-05:00,STORM-3524 create complete blobstore path in case parent directory ge… (#3144),False,False
STORM-3523,ebd52b37c7448d381d31451e46e8f19c6e51352d,2019-10-31T13:04:32-05:00,STORM-3523 revert handling of FNF.  Prevent AsyncLocalizer deadlock. (#3153),False,False
STORM-3523,9a1f5a3ddda6139dfedbd5ee3d141965717ae81e,2019-10-18T13:59:19-05:00,Merge pull request #3142 from agresch/agresch_storm_3523,False,True
STORM-3523,6ff56893479266f3a5656bdf26c07d40a4e1ae98,2019-10-14T09:57:48-05:00,STORM-3523 prevent supervisor restart freeing slot on FNF exception,False,False
STORM-3521,01d9c73fb2882cd1dc02ab7024eac99765d52186,2019-10-17T13:49:26-05:00,STORM-3521: Adds ugly workaround to deal with topology main arguments with non unix compliant flags,False,False
STORM-3521,b2393ee21c56b1de5ffbc0cda91406414b6de02c,2019-10-21T13:08:34-05:00,Merge pull request #3146 from govind-menon/STORM-3521,False,True
STORM-3521,3c14c1f3bfd873e28665e3562df66d98931d4128,2019-10-17T13:49:26-05:00,STORM-3521: Adds ugly workaround to deal with topology main arguments with non unix compliant flags,False,False
