ticket,commit_hash,commit_date,subject,is_fix_like,is_merge_commit
SYNCOPE-1945,d1bf47104278bb5174d26cf12684ae91a9a9a935,2026-03-27T15:07:34+01:00,[SYNCOPE-1945] A single WebSocketBejavior per Page,False,False
SYNCOPE-1945,ded84c04c988704a9528c386d816a9037163324b,2026-03-27T15:07:34+01:00,[SYNCOPE-1945] A single WebSocketBejavior per Page,False,False
SYNCOPE-1945,b8124a25e5e137f44216b05911f79c2e81f90624,2026-03-27T15:07:34+01:00,[SYNCOPE-1945] A single WebSocketBejavior per Page,False,False
SYNCOPE-1944,8c190d643f8ba66f203203f72163fa0046831611,2026-01-15T16:38:38+01:00,[SYNCOPE-1944] Fixing derived attribute management for memberships,True,False
SYNCOPE-1944,95fa928ffe08e016c1b9b566770093ff6f49a852,2026-01-15T16:38:38+01:00,[SYNCOPE-1944] Fixing derived attribute management for memberships,True,False
SYNCOPE-1943,82a038dd3f5a8dd2e1d619af423ef6277e9e6a5f,2026-01-16T09:20:59+01:00,[SYNCOPE-1943] Fixing fr_CA and pt_BR labels,True,False
SYNCOPE-1943,4a25557ef345a47fc06283aa5729989b1820b7d5,2026-01-16T09:20:59+01:00,[SYNCOPE-1943] Fixing fr_CA and pt_BR labels,True,False
SYNCOPE-1943,539bbc5c8b193901430d7b9fbbcf0b0a1daa8570,2026-01-16T09:20:59+01:00,[SYNCOPE-1943] Fixing fr_CA and pt_BR labels,True,False
SYNCOPE-1942,9adaa4d4d93e404675d6b19f23fe81b9af306a43,2026-01-19T11:33:09+01:00,[SYNCOPE-1942] added getString to retrieve the label from localization properties file (#1278),False,False
SYNCOPE-1942,a35dd0f789c6ca297ecb1ecdb68494786272acd1,2026-01-19T11:33:09+01:00,[SYNCOPE-1942] added getString to retrieve the label from localization properties file (#1278),False,False
SYNCOPE-1937,db39730ece60748fa3d140f0a834618550ae3795,2025-12-06T07:34:21+01:00,[SYNCOPE-1937] Fixing test case,True,False
SYNCOPE-1937,6266099faceed419a4d1c5f77bf6adbe272924ef,2025-12-06T07:20:56+01:00,[SYNCOPE-1937] fixes password history length management (#1256),True,False
SYNCOPE-1937,41d5d55ed01257990f15ee4747f435258aaacdd6,2025-12-06T07:20:56+01:00,[SYNCOPE-1937] fixes password history length management (#1256),True,False
SYNCOPE-1937,ad823fe393774c2bf99da17b88ddbcca883f744f,2025-12-06T07:20:56+01:00,[SYNCOPE-1937] fixes password history length management (#1256),True,False
SYNCOPE-1936,bd339560cb2506a07f9b0c8b7a770269f8fd472d,2025-12-02T19:39:54+01:00,[SYNCOPE-1936] Generate OIDC JWKS as CAS does (#1252),False,False
SYNCOPE-1936,dc781b5d599ddfa9778cc45ff769755c12a5cefd,2025-12-02T19:39:54+01:00,[SYNCOPE-1936] Generate OIDC JWKS as CAS does (#1252),False,False
SYNCOPE-1936,7ed381fcf4f54c6fe93e651c307c7c4df945d6c7,2025-12-02T19:39:54+01:00,[SYNCOPE-1936] Generate OIDC JWKS as CAS does (#1252),False,False
SYNCOPE-1933,2b9e9218354158384452ab5c1eb1254076d7e157,2025-11-26T13:15:13+01:00,[SYNCOPE-1933] Ensure to show all dynamic memberships,False,False
SYNCOPE-1933,3283cd999de6601a1be93635ca15e5f415953727,2025-11-26T13:15:13+01:00,[SYNCOPE-1933] Ensure to show all dynamic memberships,False,False
SYNCOPE-1933,de89b62fccae944e12212f0515fb83134392af3f,2025-11-26T13:15:13+01:00,[SYNCOPE-1933] Ensure to show all dynamic memberships,False,False
SYNCOPE-1928,97e022a5b9b533a2be6ceeb848d6412a18ddc806,2025-11-07T13:03:07+01:00,[SYNCOPE-1928] Implementing self-refresh behavior via WebSocket  (#1231),False,False
SYNCOPE-1928,6f76a45038771333bd973ffd2d6d36129c3809d3,2025-11-07T13:03:07+01:00,[SYNCOPE-1928] Implementing self-refresh behavior via WebSocket  (#1231),False,False
SYNCOPE-1925,d8213861d0dd6929f9551b848e67eea9a827b571,2025-10-30T08:35:11+01:00,[SYNCOPE-1925] Review setWindowClosedReloadCallback,False,False
SYNCOPE-1925,d516f7fecdf489468cb122181b79d225c24e0e85,2025-10-30T08:35:11+01:00,[SYNCOPE-1925] Review setWindowClosedReloadCallback,False,False
SYNCOPE-1925,091050d20a0b8a0ad04e5bcabdf8219fc677f530,2025-10-30T08:35:11+01:00,[SYNCOPE-1925] Review setWindowClosedReloadCallback,False,False
SYNCOPE-1924,9826b551993def0af222c94c9c68eed2dde85e83,2025-10-28T08:23:59+01:00,[SYNCOPE-1924] Fix methods in PropagationByResource (#1217),True,False
SYNCOPE-1924,7cbed68c712aa7112626ac410f5b83e3068a1474,2025-10-28T08:23:59+01:00,[SYNCOPE-1924] Fix methods in PropagationByResource (#1217),True,False
SYNCOPE-1924,276f1b539dec133855b46c0e34463110b84cedcf,2025-10-28T08:23:59+01:00,[SYNCOPE-1924] Fix methods in PropagationByResource (#1217),True,False
SYNCOPE-1919,566ca205931674f9f69ff0bf82d31c9b51b7404d,2025-10-01T10:33:24+02:00,[SYNCOPE-1919] Ensuring that JobStatusUpdater can only update existing rows (#1199),False,False
SYNCOPE-1919,59909ffeb7d0b783fd7b292902c43631d36f8d38,2025-10-01T10:33:24+02:00,[SYNCOPE-1919] Ensuring that JobStatusUpdater can only update existing rows (#1199),False,False
SYNCOPE-1915,23ea47c9f4f917155b401ee16f0ef4edf3d8f427,2025-09-23T14:23:18+02:00,[SYNCOPE-1915] Persistence Storage Upgrader: separate JPA schema definition per DBMS,False,False
SYNCOPE-1915,142a54f49f35269c4becca4458d09ab2389d6a4b,2025-09-23T14:23:18+02:00,[SYNCOPE-1915] Persistence Storage Upgrader: separate JPA schema definition per DBMS,False,False
SYNCOPE-1913,acbd7382d6235cd664df10d01b46e90440f7c5c3,2025-09-17T12:37:36+02:00,[SYNCOPE-1913] - Add missing dependency to support groovy script (#1180),False,False
SYNCOPE-1913,bc18ef0aa2a0243da3344664edd346af4b3bf5db,2025-09-17T12:37:36+02:00,[SYNCOPE-1913] - Add missing dependency to support groovy script (#1180),False,False
SYNCOPE-1912,65377100fcc8a7fa34737677eff7e6c22d10d78e,2025-09-15T12:32:03+02:00,[SYNCOPE-1912] Fixing resource assignment,True,False
SYNCOPE-1912,99ca0d39b95df00c62a46e556435f69255587ef2,2025-09-15T12:32:03+02:00,[SYNCOPE-1912] Fixing resource assignment,True,False
SYNCOPE-1912,0b70e34417a5bf070a7532d14e944cd098f8621e,2025-09-15T10:52:19+02:00,[SYNCOPE-1912] Check LinkedAccounts for password propagation after User update,False,False
SYNCOPE-1912,16c9539b505719897aaaaabf2ef139dc93a913ac,2025-09-15T10:52:19+02:00,[SYNCOPE-1912] Check LinkedAccounts for password propagation after User update,False,False
SYNCOPE-1912,8c281caf1280a8397e46ef34ad92bf2b63d648e6,2025-09-15T10:52:19+02:00,[SYNCOPE-1912] Check LinkedAccounts for password propagation after User update,False,False
SYNCOPE-1911,650aace85f74dd4627d71f00dc076717040cde37,2025-09-19T12:27:02+02:00,[SYNCOPE-1911] Chaging index settings and adjusting queries to work with caseInensitive,False,False
SYNCOPE-1911,831a44a5a2adc6984ecc3d784c28499a0ba6019a,2025-09-19T12:27:02+02:00,[SYNCOPE-1911] Chaging index settings and adjusting queries to work with caseInensitive,False,False
SYNCOPE-1910,70fb68bef23e3a9ce6d6f10866af9b24af8e7ac5,2025-09-10T11:11:08+02:00,[SYNCOPE-1910] Checking Task and Report status for Job (un)registration,False,False
SYNCOPE-1910,9bcd30bbfc31b8ee24c506195199422a404cd1d5,2025-09-10T11:11:08+02:00,[SYNCOPE-1910] Checking Task and Report status for Job (un)registration,False,False
SYNCOPE-1905,6f271afdcaf6a4d7d191a50429d9ceaf756df072,2025-08-13T11:25:21+02:00,[SYNCOPE-1905] Fix SinglePullJobDelegate and add test pull single group (#1157),True,False
SYNCOPE-1905,4e25508580d6fa97c965c9d28520ceb481393b45,2025-08-13T11:25:21+02:00,[SYNCOPE-1905] Fix SinglePullJobDelegate and add test pull single group (#1157),True,False
SYNCOPE-1904,2ab7dd95bfc14f4264852df512de9cd0ef98c26a,2025-08-06T11:40:41+02:00,[SYNCOPE-1904] Adding exceptions for value like username which looks like Base64 but it is not,False,False
SYNCOPE-1904,4eefcc9b4857b649563e2ad826d082eebbb781db,2025-08-06T11:40:41+02:00,[SYNCOPE-1904] Adding exceptions for value like username which looks like Base64 but it is not,False,False
SYNCOPE-1904,07b0d27d7553bd2ead79ff9486b5ca01f69be0dd,2025-08-06T11:40:41+02:00,[SYNCOPE-1904] Adding exceptions for value like username which looks like Base64 but it is not,False,False
SYNCOPE-1902,230f2c42e92785e9df1835cdb570f76dff62279d,2025-08-05T12:45:35+02:00,[SYNCOPE-1902] Manage URI type for unauthorizedRedirectUrl of Access Policy (#1151),False,False
SYNCOPE-1902,c21fe8c199b1dd5db5f27b1037c2ae36908aa554,2025-08-05T12:45:35+02:00,[SYNCOPE-1902] Manage URI type for unauthorizedRedirectUrl of Access Policy (#1151),False,False
SYNCOPE-1902,763fff031b9361c37735ec1780ad19dfe7ab0b97,2025-08-05T12:45:35+02:00,[SYNCOPE-1902] Manage URI type for unauthorizedRedirectUrl of Access Policy (#1151),False,False
SYNCOPE-1899,d85e54e062d982252108e1de15a3809274119c9c,2025-08-13T14:34:33+02:00,Missing from SYNCOPE-1899,False,False
SYNCOPE-1899,6cdfc6aeb86a8318053dc01c820532bdef198cd2,2025-08-13T14:34:33+02:00,Missing from SYNCOPE-1899,False,False
SYNCOPE-1899,0d11f4e437a3dbcd40ad503da6ea5ab3aa1ceafc,2025-07-29T09:02:50+02:00,[SYNCOPE-1899] Updating JS method call for CodeMirror 2,False,False
SYNCOPE-1899,975820b29eabd1a575ea1d102ea165eb0f33bbdc,2025-07-29T09:02:50+02:00,[SYNCOPE-1899] Updating JS method call for CodeMirror 2,False,False
SYNCOPE-1896,a3052229b353cb9127591b56d5b6243f7103524a,2025-07-23T12:01:46+02:00,[SYNCOPE-1896] Re-using existing method,False,False
SYNCOPE-1896,3bc9e6a4080315bbe13c20f6cabc69523cbffea2,2025-07-23T12:00:56+02:00,[SYNCOPE-1896] Fixing Any serialization for Audit,True,False
SYNCOPE-1896,7d2d173e21443eaffa4ba687f7e6e85f21383573,2025-07-23T12:00:56+02:00,[SYNCOPE-1896] Fixing Any serialization for Audit,True,False
SYNCOPE-1896,cdc666e5663b99d5193d168c6f43b0a1f3c7bec0,2025-07-23T11:17:17+02:00,[SYNCOPE-1896] Fixing ConnectorObject serialization for Audit,True,False
SYNCOPE-1895,919620ccfbbe2d542e4cf8ca863b4cb536efdcf7,2025-08-01T14:28:28+02:00,[SYNCOPE-1895] Passing the current FIQL to the CSV Push service,False,False
SYNCOPE-1895,20bd248957b457437aa37c2da54cd419ebe1f958,2025-08-01T14:28:28+02:00,[SYNCOPE-1895] Passing the current FIQL to the CSV Push service,False,False
SYNCOPE-1895,0482abe2d5741de693b7a8c48ede3b4c13f31d9b,2025-08-01T14:28:28+02:00,[SYNCOPE-1895] Passing the current FIQL to the CSV Push service,False,False
SYNCOPE-1891,7ccbc322937c4067f546f51c4cf857f7bdc34d45,2025-07-03T13:35:17+02:00,[SYNCOPE-1891] Provides mapped attributes setting into SAML2IdPAuthModuleConf (#1124),False,False
SYNCOPE-1891,c88aa6a9ca69d7271f74d578d9741fab1faa7b90,2025-07-03T13:35:17+02:00,[SYNCOPE-1891] Provides mapped attributes setting into SAML2IdPAuthModuleConf (#1124),False,False
SYNCOPE-1891,b204b33ad3d286ef948b1879eb9fdcb465794803,2025-07-03T13:35:17+02:00,[SYNCOPE-1891] Provides mapped attributes setting into SAML2IdPAuthModuleConf (#1124),False,False
SYNCOPE-1890,db551d63d62782b7278931034174e1debc0dc0a9,2025-07-01T11:43:21+02:00,[SYNCOPE-1890] Setting maxRetryAttempts for Syncope auth module (#1119),False,False
SYNCOPE-1890,e3dd7308654926c3e8c8d30e92fcb9d23b53e691,2025-07-01T11:43:21+02:00,[SYNCOPE-1890] Setting maxRetryAttempts for Syncope auth module (#1119),False,False
SYNCOPE-1888,2ff1678b51c08700bbc17bd3df420f5c0f15abdc,2025-05-28T12:40:57+02:00,[SYNCOPE-1888] Change required property for specific inputs in policy configuration (#1091),False,False
SYNCOPE-1888,6a1140a529810edb81348dee7294eac6b04f8a8e,2025-05-28T12:40:57+02:00,[SYNCOPE-1888] Change required property for specific inputs in policy configuration (#1091),False,False
SYNCOPE-1888,e9e8cb6cbb0cf1606cca417e351bc612ec83fcbe,2025-05-28T12:40:57+02:00,[SYNCOPE-1888] Change required property for specific inputs in policy configuration (#1091),False,False
SYNCOPE-1884,271f33547ceb6e3ac456428d4bdce45bbdc6f2e4,2025-05-19T13:47:10+02:00,[SYNCOPE-1884] Handling Encrypted plain values during propagation,False,False
SYNCOPE-1884,cc9f4f61f76e41812eb0aa994c123a0745b52e77,2025-05-19T13:47:10+02:00,[SYNCOPE-1884] Handling Encrypted plain values during propagation,False,False
SYNCOPE-1884,19c9a8694efa9ca9657d1d83fdb08815d46c1333,2025-05-19T13:47:10+02:00,[SYNCOPE-1884] Handling Encrypted plain values during propagation,False,False
SYNCOPE-1883,70e6206e9de54c7632cad813d07c29b479c1e4e1,2025-05-16T09:10:00+02:00,[SYNCOPE-1883] Storing username along with GoogleMfaAuthAccount (#1082),False,False
SYNCOPE-1883,426477bdcd02e9131c96fbdc21d742c17d5b58c9,2025-05-15T12:27:55+02:00,[SYNCOPE-1883] Storing username along with GoogleMfaAuthAccount (#1081),False,False
SYNCOPE-1883,4265c0d6209538cf2bdeb01217a4d4933a0aec28,2025-05-15T12:27:55+02:00,[SYNCOPE-1883] Storing username along with GoogleMfaAuthAccount (#1081),False,False
SYNCOPE-1882,ae1b410f387858473069c4381e8260d893c064fd,2025-05-15T11:14:40+02:00,[SYNCOPE-1882] Fixing multivalue dropdown attribute check + SearchClausePanel improvements,True,False
SYNCOPE-1882,b35f8309de7227fd53211b1c23564c0774eaf017,2025-05-15T11:14:40+02:00,[SYNCOPE-1882] Fixing multivalue dropdown attribute check + SearchClausePanel improvements,True,False
SYNCOPE-1882,387a91e6d8207a514b76efbc73c631ba5db39366,2025-05-14T12:52:21+02:00,"Revert ""[SYNCOPE-1882] Not adding placeholder value for multivalue dropdown attributes""",False,False
SYNCOPE-1882,427d8fad45f6424aaad4d599eac7b459771e1fe5,2025-05-14T12:46:53+02:00,[SYNCOPE-1882] Not adding placeholder value for multivalue dropdown attributes,False,False
SYNCOPE-1882,facbec260c66bf978d3da44e90f0cf3c08a8e004,2025-05-14T12:44:33+02:00,[SYNCOPE-1882] Not adding placeholder value for multivalue dropdown attributes,False,False
SYNCOPE-1882,ffaa6827008ad78296fd4d17f81ac1b2c94a548b,2025-05-14T12:44:33+02:00,[SYNCOPE-1882] Not adding placeholder value for multivalue dropdown attributes,False,False
SYNCOPE-1881,2510cbece1cc20384a13b26a34bfe8ab3c03547d,2025-05-13T12:09:49+02:00,[SYNCOPE-1881] Ensure to fetch the SP metadata value from the matching AuthModule instance,False,False
SYNCOPE-1881,40f3850eefe8d5a3e09f4680c3b5291558b9b6f3,2025-05-13T12:09:49+02:00,[SYNCOPE-1881] Ensure to fetch the SP metadata value from the matching AuthModule instance,False,False
SYNCOPE-1878,bd74b2a3f3f6b5cf13075c26935e9c86eb2f7480,2025-05-13T10:49:59+02:00,[SYNCOPE-1878] Refactoring PriorityPropagationTaskExecutor,False,False
SYNCOPE-1878,69fa6b65b093b1f1eeba1c29dfe67f50e2191bcb,2025-05-13T10:49:59+02:00,[SYNCOPE-1878] Refactoring PriorityPropagationTaskExecutor,False,False
SYNCOPE-1878,fdb3eade2d7fc7d4e447230ee3db3a0e3ea0be14,2025-05-12T10:49:23+02:00,[SYNCOPE-1878] Priority propagation fails only when ExecStatus.FAILURE,False,False
SYNCOPE-1878,16b57dc37d4e97302975680c5a1dff9caa9725ed,2025-05-12T10:49:23+02:00,[SYNCOPE-1878] Priority propagation fails only when ExecStatus.FAILURE,False,False
SYNCOPE-1878,03ed488fe8380c9de0dac3f9e210ab0b9c4627ca,2025-05-12T10:49:23+02:00,[SYNCOPE-1878] Priority propagation fails only when ExecStatus.FAILURE,False,False
SYNCOPE-1875,6f1005ba907d0b32fde94e66eb5a687158c74bef,2025-04-30T13:16:38+02:00,[SYNCOPE-1875] Re-generate SAML SP keystore only if not found,False,False
SYNCOPE-1875,268ee88d99dd709ccfc2fee40057705343fc880c,2025-04-30T13:16:38+02:00,[SYNCOPE-1875] Re-generate SAML SP keystore only if not found,False,False
SYNCOPE-1875,b142d9c85c2e4449ae0cff33e284387cff36ec1d,2025-04-30T13:16:38+02:00,[SYNCOPE-1875] Re-generate SAML SP keystore only if not found,False,False
SYNCOPE-1873,26dc2b30eba2bd1f79e0bd46ac4906085c2e6797,2025-04-24T15:52:04+02:00,[SYNCOPE-1873] - Add LocalDateTime support to DateOps (#1059),False,False
SYNCOPE-1873,d8ffba55a837d1f415ed51e0b97bf14d26ed3f41,2025-04-24T15:52:04+02:00,[SYNCOPE-1873] - Add LocalDateTime support to DateOps (#1059),False,False
SYNCOPE-1873,7642e8cfc0399897f9effe2cfc5945f867b83ae8,2025-04-24T12:37:19+02:00,[SYNCOPE-1873] - Add LocalDateTime support to DateOps (#1058),False,False
SYNCOPE-1871,bc135bd76aa40e72223e0c4422de010c3091503c,2025-04-01T17:42:50+02:00,[SYNCOPE-1871] Allow to search for Realms from multiple bases (#1042),False,False
SYNCOPE-1871,10fc62dc38ba220e08f881933ff8ff9d6aa70524,2025-04-01T16:46:42+02:00,[SYNCOPE-1871] Allow to search for Realms from multiple bases (#1041),False,False
SYNCOPE-1867,dc160f4044d68076c7703ca21a8bb45be99b269d,2025-03-06T18:10:47+04:00,SYNCOPE-1867: Prevent NPE when fetching realm entitlements (#1016),False,False
SYNCOPE-1867,c5265d4a258451afda756c8a20730947e4a6f28d,2025-03-06T18:10:47+04:00,SYNCOPE-1867: Prevent NPE when fetching realm entitlements (#1016),False,False
SYNCOPE-1864,c0cfc09be01f96551b60fa64149f8ab01fdb3eb7,2025-02-06T12:11:51+01:00,[SYNCOPE-1864] Unwanted password propagation after update on pull,False,False
SYNCOPE-1864,ec6ab7a3bec91a732d85f6b0efc626795d6e5e04,2025-02-06T13:15:32+01:00,[SYNCOPE-1864] Fix test,True,False
SYNCOPE-1864,a2c77d3f665a6e13d5af669988a24481d8503610,2025-02-06T12:11:51+01:00,[SYNCOPE-1864] Unwanted password propagation after update on pull,False,False
SYNCOPE-1862,66de2edf18576a051abeef34cf65ea96821c5059,2025-02-05T19:16:12+01:00,[SYNCOPE-1862] Fix mapping of AttrReleasePolicy for OIDC client apps (#982),True,False
SYNCOPE-1860,50c502503bcd08f9d1045d28a9c849b76fd86284,2025-02-01T14:24:20+01:00,[SYNCOPE-1860] Switching to JAR executables,False,False
SYNCOPE-1860,d580900ecbe2661ad5cb8eb41c9c0b58c65ab455,2025-02-01T14:24:20+01:00,[SYNCOPE-1860] Switching to JAR executables,False,False
SYNCOPE-1858,1d3108472cb4e61405f7a77eb4c5ae30575f19e5,2025-01-29T15:58:06+01:00,[SYNCOPE-1858] Define dropdown form property without default value on a macro   (#970),False,False
SYNCOPE-1858,c321995515d098d6e4dbe5f15a1087d180b51660,2025-01-29T15:58:06+01:00,[SYNCOPE-1858] Define dropdown form property without default value on a macro   (#970),False,False
SYNCOPE-1857,386a1f0788b8820e5d6aa37d5836b1bee611958e,2025-01-29T12:30:26+01:00,[SYNCOPE-1857] Do not select the internal storage db from classpath (#971),False,False
SYNCOPE-1856,e4ce8ef175f337c6bb3c647f1991f86ede23b8d5,2025-01-23T12:28:43+01:00,[SYNCOPE-1856]  Administrator can update and delete realms outside of the granted subtree (#965),False,False
SYNCOPE-1856,4b183323ac38adac4c93f53c5faef2c7083c09d4,2025-01-23T12:28:43+01:00,[SYNCOPE-1856]  Administrator can update and delete realms outside of the granted subtree (#965),False,False
SYNCOPE-1851,20014a4f94cc11ab20fc9015803c6a0be266913a,2025-01-10T09:41:13+01:00,[SYNCOPE-1851] Further fixes for date fields in Macro forms,True,False
SYNCOPE-1851,634e757eca222e0553d629e79a8e28c12bef9e29,2025-01-10T09:41:13+01:00,[SYNCOPE-1851] Further fixes for date fields in Macro forms,True,False
SYNCOPE-1851,2d35a9905cad547606f973d725572d56a3bef0df,2025-01-03T10:47:07+01:00,[SYNCOPE-1851] - Resolved NullPointerException related to the DateField in the SyncopeFormPanel class (#949),True,False
SYNCOPE-1851,93314059934574fe8f82d5a958661a8e1f60bb31,2025-01-03T10:47:07+01:00,[SYNCOPE-1851] - Resolved NullPointerException related to the DateField in the SyncopeFormPanel class (#949),True,False
SYNCOPE-1850,db0703a2bcec32cfc43a3a681b0e41e425a5e57e,2025-01-03T09:07:34+01:00,[SYNCOPE-1850] Checking concurrent task execution,False,False
SYNCOPE-1849,b05f5706b6e18f95f7857bbb4090735fa66fd81e,2024-12-31T09:48:50+01:00,[SYNCOPE-1849] More robust reading of git info from actuator,False,False
SYNCOPE-1849,656ae60d2b7c88233519003c9ececb8367fc11bc,2024-12-31T09:48:50+01:00,[SYNCOPE-1849] More robust reading of git info from actuator,False,False
SYNCOPE-1848,0ce9a6f53c40697759c2fc6f9ef2b54094633458,2024-12-17T11:25:57+01:00,[SYNCOPE-1848] return user memberships with SCIM search endpoint,False,False
SYNCOPE-1846,94ba6a1f18c6a0c886ea79a2cf888897b9d45225,2024-12-10T14:27:34+01:00,[SYNCOPE-1846] Allow for extensions,False,False
SYNCOPE-1846,cfe797ec57756c374a55c5692966b48864e2e1ee,2024-12-10T14:27:34+01:00,[SYNCOPE-1846] Allow for extensions,False,False
SYNCOPE-1846,8ece6b8e7daf4526c8cc7a4f14e5a4fa215430c3,2024-12-10T07:56:51+01:00,[SYNCOPE-1846] Multiple Relationships in the same wizard instance  (#930),False,False
SYNCOPE-1846,81961d3936b92d07afb64c8a0f0a0e65bc04d52c,2024-12-10T07:56:51+01:00,[SYNCOPE-1846] Multiple Relationships in the same wizard instance  (#930),False,False
SYNCOPE-1840,86b41829e4a33f0068138014fa6f44394c06a396,2024-11-07T16:12:22+01:00,[SYNCOPE-1840] Reworking MacroTask's form properties storage,False,False
SYNCOPE-1840,ea65d9f168703d74c5f9b7abba1031ce201405d9,2024-11-07T16:12:22+01:00,[SYNCOPE-1840] Reworking MacroTask's form properties storage,False,False
SYNCOPE-1839,4eac9a5a54a5193cf8be065fbeca4cd42f6bc5f0,2024-11-05T10:40:18+01:00,[SYNCOPE-1839] Removing Commands from Macro Tasks,False,False
SYNCOPE-1839,24f61e044cc3411fc440cc3c77e95d25836082c8,2024-11-05T10:40:18+01:00,[SYNCOPE-1839] Removing Commands from Macro Tasks,False,False
SYNCOPE-1838,9e1376ed2b23c6331b2de93bdeb8a64ce51e4826,2024-11-05T09:56:44+01:00,[SYNCOPE-1838] Working with group owners realms on Console,False,False
SYNCOPE-1838,7f8a5c663f9768de710cfca08662d8a90c9eefe8,2024-11-05T09:56:44+01:00,[SYNCOPE-1838] Working with group owners realms on Console,False,False
SYNCOPE-1837,406fb912f96786573494965caa09742ceb719c2c,2024-11-06T14:20:00+01:00,[SYNCOPE-1837] Prevent unwanted resets on SCIM PUT (#895),False,False
SYNCOPE-1837,e31948d6256878738f6bffc053ff2865658adc58,2024-11-06T14:20:00+01:00,[SYNCOPE-1837] Prevent unwanted resets on SCIM PUT (#895),False,False
SYNCOPE-1833,60c6d32e052381ac63ba6c181410b15a5f3b74ad,2024-10-21T11:37:41+02:00,[SYNCOPE-1833] Do not include the 'attrbutes' container with SCIM payloads,False,False
SYNCOPE-1833,6d7c38feef16cfc43c7c778cd0d8393ba0f24128,2024-10-21T11:37:41+02:00,[SYNCOPE-1833] Do not include the 'attrbutes' container with SCIM payloads,False,False
SYNCOPE-1831,03021223bfd201408bb6ffc7f722435f2d8812c8,2024-10-18T15:53:39+02:00,[SYNCOPE-1831] Fixing Core and Console to save SCIM general conf,True,False
SYNCOPE-1831,3ed59ca0b3af63fcd31a4e8626a3ec606e01fb7e,2024-10-18T15:53:39+02:00,[SYNCOPE-1831] Fixing Core and Console to save SCIM general conf,True,False
SYNCOPE-1828,5d1f4cf9f780a57a368288ef7026979a3430f604,2024-10-04T12:26:37+02:00,[SYNCOPE-1828] check on null value (#857),False,False
SYNCOPE-1828,f0b1bebf90bc96578fb0fa97e53b9558075bdf3f,2024-10-04T12:26:37+02:00,[SYNCOPE-1828] check on null value (#857),False,False
SYNCOPE-1825,089fe5adbb73647167978bd2afadb1c0a1395a7a,2024-08-02T12:40:52+02:00,"[SYNCOPE-1825] Ensuring to pass dbSchema, if available, as openjpa.jdbc.Schema (#802)",False,False
SYNCOPE-1820,76ea64eacdecdad18fde4fde1faaac54021da022,2024-05-09T17:17:51+02:00,[SYNCOPE-1820] Ensure to get label if available for multivalue attributes on Console and Enduser,False,False
